Intake number,Address,Manual Status,Status,Verification
2458,14078 DREXEL DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2459,14134 NORWICH CIR MAGALIA CA 95954,No Visible Damage,Destroyed (>50%),mismatch
2460,5845 ALLWOOD LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2461,6582 ROCKY LN #21 PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
2462,1871 LILLIAN AVE PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2463,919 DEER CREEK LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2464,5518 PALOMA AVE PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2465,5845 ALLWOOD LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2466,1080 Pearson Rd #13 Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
2467,5700 SCOTTWOOD RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2468,13884 w park dr Magalia CA 95954,Destroyed (>50%),Destroyed (>50%),match
2469,5890 HAZEL WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2470,5819 GOLDEN OAK RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2471,5245 Rosehill RD Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
2472,1060 BUSCHMANN RD #36 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2473,13211 CONCOW RD Oroville ca 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2474,14093 DREXEL DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2475,14077 WYCLIFF WAY MAGALIA CA 95954,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
2476,1230 SEVENS LN PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2477,1651 MEADOWBROOK LN PARADISE CA 95969,,Uncertain (Nearby features vary in damage),unverified
2478,1263 NUNNELEY RD #B  PARADISE CA 95969,,Destroyed (>50%),unverified
2479,3472 DEER RIDGE LN OROVILLE CA 95965,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
2480,14107 WYCLIFF WAY MAGALIA CA 95954,,Uncertain (Nearby features vary in damage),unverified
2481,5975 MAXWELL DR PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
2482,14117 ELMIRA CIR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2483,3235 BUZZARD'S ROOST RD OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2484,6232 FOREST LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2485,5084 PENTZ RD #41 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2486,1052 MAPLE PARK DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2487,6041 PENTZ RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2488,1230 SEVERES LN PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2489,13624 YANA CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2490,6369 WAKE CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2491,13135 JORDAN HILL RD OROVILLE CA 95965,Destroyed (>50%),No Visible Damage,mismatch
2492,5084 PENCE RD PARADISE CA 95969,,Destroyed (>50%),unverified
2493,1459 STANDIFORD AVE MODESTO CA 95350,Destroyed (>50%),No Visible Damage,mismatch
2494,1150 NOR WAY PARADISE CA 95969,,Destroyed (>50%),unverified
2495,13624 YANA CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2496,14204 DECATUR DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2497,5908 NORTH LIBBY RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2498,1319 ELLIOTT RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2499,1389 COTTAGE LN PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2500,6549 LUCKY JOHN RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2501,13766 GILFILAN RD MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2502,6224 WOODBURY DR MAGALIA CA 95954,,Destroyed (>50%),unverified
2503,14439 SKWY #D MAGALIA CA 95954,Destroyed (>50%),No Visible Damage,mismatch
2504,9183 SKWY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2505,6920 CLARK RD #26 PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
2506,1354 ELLIOTT RD #3 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2507,11978 TURTLE COVE WAY CHICO CA 95928,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2508,1329 TAYLOR LN PARADISE CA 95969,,Destroyed (>50%),unverified
2509,5955 HAZEL WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2510,2014 MERRILL RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2511,6276 OLIVER RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2512,1080 PEARSON RD #c 19 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2513,5552 HILLTOP DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2514,13575 SKWY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2515,6565 GREGORY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2516,5020 MALIBU DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2517,1354 ELLIOTT RD #19 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2518,5356 NEWLAND RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2519,13637 EINSTOSS CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2520,5944 KIBLER RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2521,5020 CIRCLE LN PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
2522,6276 OLIVER RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2523,6163 OPAL LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2524,15126 JACKPINE WAY MAGALIA CA 95954,,No Visible Damage,unverified
2525,1554 FOREST SERVICE RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2526,6663 EVERGREEN LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2527,761 WAGSTAFF RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2528,1419 RAMADA LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2529,6267 FOREST LN PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2530,5761 SHADY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2531,830 ROE RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2532,5959 N LIBBY RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2533,1396 FOREST SERVICE DR PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2534,1272 ELLIOTT RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2535,14205 ELMRA CIR MAGILIA CA 95956,Destroyed (>50%),Destroyed (>50%),match
2536,5347 LA PLAYA CT CHICO CA 95928,,No Visible Damage,unverified
2537,12735 CONCOW RD OROVILLE CA 95965,Destroyed (>50%),No Visible Damage,mismatch
2538,1215 LURENA LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2539,3140 INDIAN SPRINGS RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2540,5276 FOSTER RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2541,34 WAYLAND RD #2  PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2542,5090 EDEN RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2543,5477 SCOTTWOOD RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2544,1033 BILLE RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2545,6324 AMHERST WAY MAGALIA CA 95954,,No Visible Damage,unverified
2546,6161 OPAL LN PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2547,7726 SKWY RD #40 PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
2548,3553 SKYCREST DR OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2549,6234 PENTZ RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2550,1399 KERR LN #A PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2551,5545 MARC LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2552,1337 TAYLOR LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2553,13708 ANDOVER DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2554,13655 YAHI CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2555,5024 LAGO VISTA WAY PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2556,2211 THORNBURG RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2557,1575 REDWOOD LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2558,15240 DAYTON HUPP MILL RD MAGALIA CA 95954,,No Visible Damage,unverified
2559,5440 EDGEWOOD LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2560,13120 SURCEASE MINE RD Oroville ca 95965,,No Visible Damage,unverified
2561,4965 BIG BEND RD OROVILLE CA 95965,No Visible Damage,No Visible Damage,match
2562,5436 Clark Rd #57 Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
2563,6570 FIRLAND DR #B PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2564,3545 NEAL RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2565,3606 NEAL RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2566,14386 TROY WAY MAGALIA CA 95954,,No Visible Damage,unverified
2567,7059 CLARK RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2568,14119 WINGATE CIR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2569,1255 NUNNELEY RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2570,6698 BROOK WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2571,6427 GROVE CT MAGALIA CA 95954,,No Visible Damage,unverified
2572,1615 HEMLOCK LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2573,6341 LUCKY JOHN RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2574,1469 ELLIOTT ST PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2575,1530 ROSEMARY CT PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2576,5499 schmale ln #a Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
2577,6399 LUCKY JOHN RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2578,5955 HAZEL WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2579,5955 HAZEL WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2580,740 ASHLAND LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2581,6098 CLARK RD #3 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2582,1489 MAGADON RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2583,1175 BILLE RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2584,462 VALLEY VIEW DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2585,3800 HONEY RUN RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2586,6311 FRANK TURNER WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2587,1090 SHADOWBROOK WAY #6 PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
2588,13993 STETSON CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2589,6167 DUNCOMBE DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2590,4333 PENTZ RD #18A PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
2591,6396 FRANK TURNER WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2592,5571 Skwy Rd #2 Paradise CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2593,1087 HONEYRUN RD CHICO CA 95928,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2594,5886 PENTZ RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2595,4123 PENTZ RD PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
2596,7044 MOLOKAI DR PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2597,6167 DuncombeDR  Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
2598,14129 NORWICH CIR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2599,5966 HAZEL WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2600,6341 PONDEROSA WAY MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2601,1587 SUNNY ACRES RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2602,1280 Wagstaff RD #18 Paradise CA 95969,Destroyed (>50%),Destroyed (>50%),match
2603,4333 PENTZ RD #15A PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
2604,1440 ROY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2605,1874 DEERWOOD LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2606,1526 MILLWOOD LN #1 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2607,1157 ELLIOTT RD #1 PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2608,10532 Luther RD Live OAK CA 95953,,No Visible Damage,unverified
2609,1587 SUNNY ACRES RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2610,355 WAYLAND RD PARADISE CA 95969,Affected (1-9%),Uncertain (Nearby features vary in damage),uncertain
2611,1470 BENNETT RD PARADISE CA 95969,Affected (1-9%),Uncertain (Nearby features vary in damage),uncertain
2612,2192 DEMILLE RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2613,5078 WILDERNESS WAY PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2614,7052 MOLOKAI DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2615,588 OAKWOOD LN #B PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2616,1220 ELLIOTT RD #36 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2617,11521 AUREOLE WAY OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2618,3922 PENTZ RD PARADISE CA 95969,,No Visible Damage,unverified
2619,6101 VISTA KNOLLS DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2620,00 STEPHENS RDG BERRY CREEK CA 95816,,No Visible Damage,unverified
2621,5548 MARK LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2622,2321 Honey Run Rd #5 Chico CA 95928,Destroyed (>50%),Destroyed (>50%),match
2623,3475 NEAL RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2624,2837 NEAL RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2625,6799 SKWY #8 PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2626,13800 W PARK DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2627,5290 BENNETT RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2628,14591 HOLMWOOD DR MAGALIA CA 95954,,No Visible Damage,unverified
2629,6262 POSEY LN #B PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2630,6656 PENTZ RD #70 PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2631,14814 GOLDCONE DR MAGALIA CA 95954,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
2632,6262 COLUMBINE RD MAGALIA CA 95954,,No Visible Damage,unverified
2633,711 MEYERS LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2634,1243 WAGSTAFF RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2635,14226 ELMIRA CIR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2636,14814 GOLDCONE DR #A MAGALIA CA 95954,,Uncertain (Nearby features vary in damage),unverified
2637,1352 MANHATTAN DR PARADISE CA 935969,Destroyed (>50%),Destroyed (>50%),match
2638,14000 STETSON CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2639,6816 LEONE WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2640,5270 BEVERLY GLENN AVE PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2641,6378 MURRAY LN PARADISE CA 95969,,Destroyed (>50%),unverified
2642,14000 STETSON CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2643,5025 CIRCLE LN PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2644,14274 SKWY MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2645,"797 COLLEGE HILL RD PARADISE, CA CA 95928",Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2646,86 BLUEJAY LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2647,13866 TULSA CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2648,13571 SOUTH PARK DR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2649,2920 CLARK RD #K6  OROVILLE CA 95965,No Visible Damage,No Visible Damage,match
2650,14000 STETSON CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2651,711 MEYERS LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2652,6950 Ridge way Magalia CA 95954,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
2653,6816 LEONE WAY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2654,1760 SILVERTHORNE LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2655,6920 CLARK RD #13 PARADISE CA 95969,Destroyed (>50%),No Visible Damage,mismatch
2656,5525 PENTZ RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2657,771 BUSCHMANN RD PARADISE CA 95967,Destroyed (>50%),Destroyed (>50%),match
2658,1466 TOBIE LN PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
2659,124 TUSCAN DR PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
2660,6276 SKWY #A PARADISE CA 95969,No Visible Damage,Uncertain (Nearby features vary in damage),uncertain
2661,6488 BOULDER DR MAGALIA CA 95954,,No Visible Damage,unverified
2662,5691 SKWY PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2663,13546 Andover Dr Magalia CA 95954,Destroyed (>50%),Destroyed (>50%),match
2664,3780 HONEY RUN RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2665,3258 DRY CREEK RD OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2666,5566 LOGAN DR PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2667,383 VALLEY VIEW DR PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2668,383 VALLEY VIEW DR PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2669,6150 PENTZ RD PARADISE CA 95969,Affected (1-9%),Uncertain (Nearby features vary in damage),uncertain
2670,5802 NIELSEN DR PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2671,5566 SAWMILL RD PARADISE CA 95969,Affected (1-9%),Affected (1-9%),match
2672,6128 CLARK RD #1 PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2673,17199 MANZANITA ST PARADISE/MAGALIA/STIRLING CITY CA 95978,,No Visible Damage,unverified
2674,1045 HONEY RUN RD CHICO CA 95928,Destroyed (>50%),Destroyed (>50%),match
2675,14226 ELMIRA CIR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2676,13665 FRITZ CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2677,14226 ELMIRA CIR MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2678,5863 FOSTER RD PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2679,9289 Skwy #44 Paradise CA,Destroyed (>50%),No Visible Damage,mismatch
2680,8697 SKWY PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2681,72 PEARSON RD #C PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2682,6409 PARKWOOD WAY PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2683,5224 SQUIRE LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2684,6597 ELMWOOD DR MAGALIA CA 95954,,No Visible Damage,unverified
2685,5915 MCCLAIN LN PARADISE CA 95969,Destroyed (>50%),Destroyed (>50%),match
2686,6229 Pueblo dr Magalia CA 95954,Destroyed (>50%),Destroyed (>50%),match
2687,13759 HELLER CT MAGALIA CA 95954,Destroyed (>50%),Destroyed (>50%),match
2688,1407 BILLE RD PARADISE CA 95969,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
2689,3720 DEADWOOD RD OROVILLE CA 95965,Destroyed (>50%),Uncertain (Nearby features vary in damage),uncertain
