Intake #,Full Addr,Damage,Notes,Reviewer,interactive map,http://calfire-forestry.maps.arcgis.com/apps/webappviewer/index.html?id=5306cc8cf38c4252830a38d467d33728&extent=-13547810.5486%2C4824920.1673%2C-13518764.4778%2C4841526.1117%2C102100,Street,City,State,Zipcode,temp,Intake #
2787,486 SUNBURNT DR PARADISE CA 95969,Destroyed (>50%),,EY,,,486 SUNBURNT DR,PARADISE,,95969,486 SUNBURNT DR PARADISE,2787
2788,810 VIOLET WAY PARADISE CA 95969,Destroyed (>50%),,EY,,,810 VIOLET WAY,PARADISE,,95969,810 VIOLET WAY PARADISE,2788
2789,1347 PEARSON RD PARADISE CA 95969,Destroyed (>50%),,EY,,,1347 PEARSON RD,PARADISE,,95969,1347 PEARSON RD PARADISE,2789
2790,240 PACIFIC DR PARADISE CA 95969,Destroyed (>50%),,EY,,,240 PACIFIC DR,PARADISE,,95969,240 PACIFIC DR PARADISE,2790
2791,1913 CRANDALL WAY PARADISE CA 95969,Destroyed (>50%),,EY,,,1913 CRANDALL WAY,PARADISE,,95969,1913 CRANDALL WAY PARADISE,2791
2792,6477 FIRHAVEN DR MAGALIA CA 95954,,No data,EY,,,6477 FIRHAVEN DR,MAGALIA,,95954,6477 FIRHAVEN DR MAGALIA,2792
2793,561 BOQUEST BLVD PARADISE CA 95969,Destroyed (>50%),Addr#1400,,,,561 BOQUEST BLVD,PARADISE,,95969,561 BOQUEST BLVD PARADISE,2793
2794,1347 PEARSON RD PARADISE CA 95969,Destroyed (>50%),Addr#2789,,,,1347 PEARSON RD,PARADISE,,95969,1347 PEARSON RD PARADISE,2794
2795,1494 moon way Paradise CA 95969,Destroyed (>50%),,EY,,,1494 moon way,Paradise,,95969,1494 moon way Paradise,2795
2796,13715 SKY WAY MAGALIA CA 95954,,can't decide,EY,,,13715 SKY WAY,MAGALIA,,95954,13715 SKY WAY MAGALIA,2796
2797,4252 PAIUTE DR OROVILLE CA 95965,Destroyed (>50%),,EY,,,4252 PAIUTE DR,OROVILLE,,95965,4252 PAIUTE DR OROVILLE,2797
2798,6122 LOIS DR PARADISE CA 95969,Destroyed (>50%),,EY,,,6122 LOIS DR,PARADISE,,95969,6122 LOIS DR PARADISE,2798
2799,1860 DREIDEL CIR PARADISE CA 95969,Destroyed (>50%),,EY,,,1860 DREIDEL CIR,PARADISE,,95969,1860 DREIDEL CIR PARADISE,2799
2800,684 QUAIL WAY PARADISE CA 95969,Destroyed (>50%),,EY,,,684 QUAIL WAY,PARADISE,,95969,684 QUAIL WAY PARADISE,2800
2801,14281 MANATEE CIR MAGALIA CA 95954,,no info,Richard Tsai,,,14281 MANATEE CIR,MAGALIA,,95954,14281 MANATEE CIR MAGALIA,2801
2802,6198 FIRETHORN CIR MAGALIA CA 95954,,no info,Richard Tsai,,,6198 FIRETHORN CIR,MAGALIA,,95954,6198 FIRETHORN CIR MAGALIA,2802
2803,13595 S PARK MAGALIA CA 95954,No Visible Damage,,Richard Tsai,,,13595 S PARK,MAGALIA,,95954,13595 S PARK MAGALIA,2803
2804,13871 WEST PARK MAGALIA CA 95954,Destroyed (>50%),,Richard Tsai,,,13871 WEST PARK,MAGALIA,,95954,13871 WEST PARK MAGALIA,2804
2805,595 ROBERTS RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,595 ROBERTS RD,PARADISE,,95969,595 ROBERTS RD PARADISE,2805
2806,14847 goldcone Dr Magalia CA 95954,,no info,Richard Tsai,,,14847 goldcone Dr,Magalia,,95954,14847 goldcone Dr Magalia,2806
2807,13871 WEST PARK MAGALIA CA 95954,Destroyed (>50%),Addr#2804,Richard Tsai,,,13871 WEST PARK,MAGALIA,,95954,13871 WEST PARK MAGALIA,2807
2808,6568 MILTON CT MAGALIA CA 95954,Destroyed (>50%),,Richard Tsai,,,6568 MILTON CT,MAGALIA,,95954,6568 MILTON CT MAGALIA,2808
2809,14847 goldcone Dr Magalia CA 95954,,Addr#2806,Richard Tsai,,,14847 goldcone Dr,Magalia,,95954,14847 goldcone Dr Magalia,2809
2810,13871 WEST PARK MAGALIA CA 95954,Destroyed (>50%),Addr#2804,Richard Tsai,,,13871 WEST PARK,MAGALIA,,95954,13871 WEST PARK MAGALIA,2810
2811,6000 PECK LN #B PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,6000 PECK LN #B,PARADISE,,95969,6000 PECK LN #B PARADISE,2811
2812,1220 ELLIOTT RD #42 PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1220 ELLIOTT RD #42,PARADISE,,95969,1220 ELLIOTT RD #42 PARADISE,2812
2813,440 APPLE LN PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,440 APPLE LN,PARADISE,,95969,440 APPLE LN PARADISE,2813
2814,3385 NEAL RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,3385 NEAL RD,PARADISE,,95969,3385 NEAL RD PARADISE,2814
2815,6170 BOWMAN DR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,6170 BOWMAN DR,PARADISE,,95969,6170 BOWMAN DR PARADISE,2815
2816,GRANITE RDG oroville CA 95965,,no info,Richard Tsai,,,GRANITE RDG,oroville,,95965,GRANITE RDG oroville,2816
2817,6119 PENTZ RD #6119 pentz rd. PARADISE CA 6119 PENTZ RD. PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,6119 PENTZ RD #6119 pentz rd. PARADISE CA 6119 PENTZ RD.,PARADISE,,95969,6119 PENTZ RD #6119 pentz rd. PARADISE CA 6119 PENTZ RD. PARADISE,2817
2818,895 THOMASSON LN PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,895 THOMASSON LN,PARADISE,,95969,895 THOMASSON LN PARADISE,2818
2819,5436 CLARK RD #34 PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5436 CLARK RD #34,PARADISE,,95969,5436 CLARK RD #34 PARADISE,2819
2820,5824 TULIP LN PARADISE CA 95969,Destroyed (>50%),Addr#1549,Richard Tsai,,,5824 TULIP LN,PARADISE,,95969,5824 TULIP LN PARADISE,2820
2821,101 SILVER DOLLAR WAY CHICO CA 95928,,no info,Richard Tsai,,,101 SILVER DOLLAR WAY,CHICO,,95928,101 SILVER DOLLAR WAY CHICO,2821
2822,1458 LEAFY LN PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1458 LEAFY LN,PARADISE,,95969,1458 LEAFY LN PARADISE,2822
2823,1005 VILLAGE PKWY #D PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1005 VILLAGE PKWY #D,PARADISE,,95969,1005 VILLAGE PKWY #D PARADISE,2823
2824,6310 GLENDALE DR MAGALIA CA 95954,Destroyed (>50%),,Richard Tsai,,,6310 GLENDALE DR,MAGALIA,,95954,6310 GLENDALE DR MAGALIA,2824
2825,6641 B PENTZ RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,6641 B PENTZ RD,PARADISE,,95969,6641 B PENTZ RD PARADISE,2825
2826,5869 KIBLER RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5869 KIBLER RD,PARADISE,,95969,5869 KIBLER RD PARADISE,2826
2827,368 VALLEY VW PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,368 VALLEY VW,PARADISE,,95969,368 VALLEY VW PARADISE,2827
2828,322 ROE RD PARADISE CA 95969,Destroyed (>50%),Addr#544,Richard Tsai,,,322 ROE RD,PARADISE,,95969,322 ROE RD PARADISE,2828
2829,6574 BOULDER DR #MAGALIA CA 95954,,no info,Richard Tsai,,,6574 BOULDER DR,#MAGALIA,,95954,6574 BOULDER DR #MAGALIA,2829
2830,6321 OBERLIN CT MAGALIA CA 95954,No Visible Damage,,Richard Tsai,,,6321 OBERLIN CT,MAGALIA,,95954,6321 OBERLIN CT MAGALIA,2830
2831,1380 PEARSON RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1380 PEARSON RD,PARADISE,,95969,1380 PEARSON RD PARADISE,2831
2832,1889 DRENDEL CIR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1889 DRENDEL CIR,PARADISE,,95969,1889 DRENDEL CIR PARADISE,2832
2833,3922 PENTZ RD PARADISE CA 95969,No Visible Damage,Addr#2618,Richard Tsai,,,3922 PENTZ RD,PARADISE,,95969,3922 PENTZ RD PARADISE,2833
2834,1380 PEARSON RD PARADISE CA 95962,Destroyed (>50%),,Richard Tsai,,,1380 PEARSON RD,PARADISE,,95962,1380 PEARSON RD PARADISE,2834
2835,1520 frontier rd Paradise CA 95969,Destroyed (>50%),Addr#235,Richard Tsai,,,1520 frontier rd,Paradise,,95969,1520 frontier rd Paradise,2835
2836,1380 PEARSON RD PARADISE CA 95969,Destroyed (>50%),Addr#2831,Richard Tsai,,,1380 PEARSON RD,PARADISE,,95969,1380 PEARSON RD PARADISE,2836
2837,5806 BLACK OLIVE DR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5806 BLACK OLIVE DR,PARADISE,,95969,5806 BLACK OLIVE DR PARADISE,2837
2838,5857 ALMOND ST #A PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5857 ALMOND ST #A,PARADISE,,95969,5857 ALMOND ST #A PARADISE,2838
2839,5471 S LIBBY RD #39 PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5471 S LIBBY RD #39,PARADISE,,95969,5471 S LIBBY RD #39 PARADISE,2839
2840,7856 SKWY PARADISE CA 95967,Destroyed (>50%),,Richard Tsai,,,7856 SKWY,PARADISE,,95967,7856 SKWY PARADISE,2840
2841,6440 GREGORY LN PARADISE CA 95969,No Visible Damage,,Richard Tsai,,,6440 GREGORY LN,PARADISE,,95969,6440 GREGORY LN PARADISE,2841
2842,13739 WEST PARK DR MAGALIA CA 95954,Destroyed (>50%),,Richard Tsai,,,13739 WEST PARK DR,MAGALIA,,95954,13739 WEST PARK DR MAGALIA,2842
2843,1752 EDEN ROC DR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1752 EDEN ROC DR,PARADISE,,95969,1752 EDEN ROC DR PARADISE,2843
2844,5133 FOSTER RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5133 FOSTER RD,PARADISE,,95969,5133 FOSTER RD PARADISE,2844
2845,5366 FILBERT ST PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5366 FILBERT ST,PARADISE,,95969,5366 FILBERT ST PARADISE,2845
2846,1461 BILLIE RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1461 BILLIE RD,PARADISE,,95969,1461 BILLIE RD PARADISE,2846
2847,5920 COPELAND RD PARADISE CA 95969,Affected (1-9%),,Richard Tsai,,,5920 COPELAND RD,PARADISE,,95969,5920 COPELAND RD PARADISE,2847
2848,1561 WAGSTAFF RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1561 WAGSTAFF RD,PARADISE,,95969,1561 WAGSTAFF RD PARADISE,2848
2849,4615 SKWY ST PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,4615 SKWY ST,PARADISE,,95969,4615 SKWY ST PARADISE,2849
2850,5905 OLIVER ST #1 PARADISE CA 95967,Destroyed (>50%),,Richard Tsai,,,5905 OLIVER ST #1,PARADISE,,95967,5905 OLIVER ST #1 PARADISE,2850
2851,5965 PENTZ RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5965 PENTZ RD,PARADISE,,95969,5965 PENTZ RD PARADISE,2851
2852,14638 LARTER LN MAGALIA CA 95954,Destroyed (>50%),,Richard Tsai,,,14638 LARTER LN,MAGALIA,,95954,14638 LARTER LN MAGALIA,2852
2853,5243 SCOTTWOOD RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5243 SCOTTWOOD RD,PARADISE,,95969,5243 SCOTTWOOD RD PARADISE,2853
2854,477 FRIENDLY WAY PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,477 FRIENDLY WAY,PARADISE,,95969,477 FRIENDLY WAY PARADISE,2854
2855,6641 DOLORES DR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,6641 DOLORES DR,PARADISE,,95969,6641 DOLORES DR PARADISE,2855
2856,5875 ALMOND ST PARADISE CA 95969,Destroyed (>50%),Addr#1974,Richard Tsai,,,5875 ALMOND ST,PARADISE,,95969,5875 ALMOND ST PARADISE,2856
2857,188 Patton peak rd Oroville CA 95965,,no info,Richard Tsai,,,188 Patton peak rd,Oroville,,95965,188 Patton peak rd Oroville,2857
2858,6285 OAK WAY PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,6285 OAK WAY,PARADISE,,95969,6285 OAK WAY PARADISE,2858
2859,5558 ANGEL DR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5558 ANGEL DR,PARADISE,,95969,5558 ANGEL DR PARADISE,2859
2860,14040 PINELAND CIR MAGALIA CA 95954,Destroyed (>50%),,Richard Tsai,,,14040 PINELAND CIR,MAGALIA,,95954,14040 PINELAND CIR MAGALIA,2860
2861,1656 PAMELA DR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1656 PAMELA DR,PARADISE,,95969,1656 PAMELA DR PARADISE,2861
2862,4532 Sierra del Sol Paradise CA 95969,No Visible Damage,,Richard Tsai,,,4532 Sierra del Sol,Paradise,,95969,4532 Sierra del Sol Paradise,2862
2863,1292 fawnbrook pl Paradise CA 95969,Destroyed (>50%),,Richard Tsai,,,1292 fawnbrook pl,Paradise,,95969,1292 fawnbrook pl Paradise,2863
2864,15090 JACK PINE WAY MAGALIA CA 95954,,no info,Richard Tsai,,,15090 JACK PINE WAY,MAGALIA,,95954,15090 JACK PINE WAY MAGALIA,2864
2865,1289 PEARSON RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1289 PEARSON RD,PARADISE,,95969,1289 PEARSON RD PARADISE,2865
2866,6362 GRAHAM RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,6362 GRAHAM RD,PARADISE,,95969,6362 GRAHAM RD PARADISE,2866
2867,1515 FOREST SERVICE RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1515 FOREST SERVICE RD,PARADISE,,95969,1515 FOREST SERVICE RD PARADISE,2867
2868,14847 KLAMATH CT MAGALIA CA 95954,,no info,Richard Tsai,,,14847 KLAMATH CT,MAGALIA,,95954,14847 KLAMATH CT MAGALIA,2868
2869,5451 EDGEWOOD LN PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5451 EDGEWOOD LN,PARADISE,,95969,5451 EDGEWOOD LN PARADISE,2869
2870,1292 FAWNBROOK PL PARADISE CA 95969,Destroyed (>50%),Addr#2863,Richard Tsai,,,1292 FAWNBROOK PL,PARADISE,,95969,1292 FAWNBROOK PL PARADISE,2870
2871,6656 PENTZ RD #10 PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,6656 PENTZ RD #10,PARADISE,,95969,6656 PENTZ RD #10 PARADISE,2871
2872,1461 carroll ln Paradise CA 95969,Destroyed (>50%),Addr#324,Richard Tsai,,,1461 carroll ln,Paradise,,95969,1461 carroll ln Paradise,2872
2873,1800 FOREST GLEN RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1800 FOREST GLEN RD,PARADISE,,95969,1800 FOREST GLEN RD PARADISE,2873
2874,6180 MAINORD LN PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,6180 MAINORD LN,PARADISE,,95969,6180 MAINORD LN PARADISE,2874
2875,121 LOWER GULCH RD OROVILLE CA 95966,No Visible Damage,,Richard Tsai,,,121 LOWER GULCH RD,OROVILLE,,95966,121 LOWER GULCH RD OROVILLE,2875
2876,1304 WAGSTAFF RD PARADISE CA 95196,Destroyed (>50%),,Richard Tsai,,,1304 WAGSTAFF RD,PARADISE,,95196,1304 WAGSTAFF RD PARADISE,2876
2877,11216 DAWN TER OROVILLE CA 95965,Destroyed (>50%),,Richard Tsai,,,11216 DAWN TER,OROVILLE,,95965,11216 DAWN TER OROVILLE,2877
2878,6139 SINGING PINES WAY PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,6139 SINGING PINES WAY,PARADISE,,95969,6139 SINGING PINES WAY PARADISE,2878
2879,1525 MOR DELL RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1525 MOR DELL RD,PARADISE,,95969,1525 MOR DELL RD PARADISE,2879
2880,3554 PATENGIL WAY OROVILLE CA 95965,No Visible Damage,,Richard Tsai,,,3554 PATENGIL WAY,OROVILLE,,95965,3554 PATENGIL WAY OROVILLE,2880
2881,6587 SKWY PARADISE CA 95969,Affected (1-9%),,Richard Tsai,,,6587 SKWY,PARADISE,,95969,6587 SKWY PARADISE,2881
2882,6920 CLARK RD #30 PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,6920 CLARK RD #30,PARADISE,,95969,6920 CLARK RD #30 PARADISE,2882
2883,6152 BERKSHIRE WAY PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,6152 BERKSHIRE WAY,PARADISE,,95969,6152 BERKSHIRE WAY PARADISE,2883
2884,1304 WAGSTAFF RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1304 WAGSTAFF RD,PARADISE,,95969,1304 WAGSTAFF RD PARADISE,2884
2885,1364 EMERALD LN PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1364 EMERALD LN,PARADISE,,95969,1364 EMERALD LN PARADISE,2885
2886,5154 FOSTER RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5154 FOSTER RD,PARADISE,,95969,5154 FOSTER RD PARADISE,2886
2887,1917 CRANDALL WAY PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1917 CRANDALL WAY,PARADISE,,95969,1917 CRANDALL WAY PARADISE,2887
2888,6280 PENTZ RD #24 PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,6280 PENTZ RD #24,PARADISE,,95969,6280 PENTZ RD #24 PARADISE,2888
2889,1440 COLDREN RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1440 COLDREN RD,PARADISE,,95969,1440 COLDREN RD PARADISE,2889
2890,8436 MONTNA DR PARADISE CA 95969,No Visible Damage,,Richard Tsai,,,8436 MONTNA DR,PARADISE,,95969,8436 MONTNA DR PARADISE,2890
2891,10 EAGLE NEST DR CHICO CA 95928,Destroyed (>50%),,Richard Tsai,,,10 EAGLE NEST DR,CHICO,,95928,10 EAGLE NEST DR CHICO,2891
2892,5941 CRESTVIEW DR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5941 CRESTVIEW DR,PARADISE,,95969,5941 CRESTVIEW DR PARADISE,2892
2893,797 LUTHER DR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,797 LUTHER DR,PARADISE,,95969,797 LUTHER DR PARADISE,2893
2894,5409 DUDLEY LN PARADISE CA 95969,,no info,Richard Tsai,,,5409 DUDLEY LN,PARADISE,,95969,5409 DUDLEY LN PARADISE,2894
2895,1671 HOLLYBROOK DR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1671 HOLLYBROOK DR,PARADISE,,95969,1671 HOLLYBROOK DR PARADISE,2895
2896,7726 SKWY BLVD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,7726 SKWY BLVD,PARADISE,,95969,7726 SKWY BLVD PARADISE,2896
2897,1486 SUN MNR #B PARADISE CA 95959,Destroyed (>50%),,Richard Tsai,,,1486 SUN MNR #B,PARADISE,,95959,1486 SUN MNR #B PARADISE,2897
2898,560 BILLE RD PARADISE CA 959691,Destroyed (>50%),,Richard Tsai,,,560 BILLE RD PARADISE,,,59691,560 BILLE RD PARADISE ,2898
2899,5577 ANGEL DR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5577 ANGEL DR,PARADISE,,95969,5577 ANGEL DR PARADISE,2899
2900,14868 HOLMWOOD DR MAGALIA CA 95954,,no info,Richard Tsai,,,14868 HOLMWOOD DR,MAGALIA,,95954,14868 HOLMWOOD DR MAGALIA,2900
2901,6890 PENTZ RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,6890 PENTZ RD,PARADISE,,95969,6890 PENTZ RD PARADISE,2901
2902,4065 HIDDEN VALLEY RD BUTTE VALLEY CA 95695,,no info,Richard Tsai,,,4065 HIDDEN VALLEY RD BUTTE,VALLEY,,95695,4065 HIDDEN VALLEY RD BUTTE VALLEY,2902
2903,5436 CLARK RD #28 PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5436 CLARK RD #28,PARADISE,,95969,5436 CLARK RD #28 PARADISE,2903
2904,14156 NORWICH CIR MAGALIA CA 95954,Destroyed (>50%),Addr#430,Richard Tsai,,,14156 NORWICH CIR,MAGALIA,,95954,14156 NORWICH CIR MAGALIA,2904
2905,16116 LOVELOCK RD MAGALIA CA 95954,,no info,Richard Tsai,,,16116 LOVELOCK RD,MAGALIA,,95954,16116 LOVELOCK RD MAGALIA,2905
2906,6310 AMHERST WAY #Mobile home MAGALIA CA 95954,,no info,Richard Tsai,,,6310 AMHERST WAY #Mobile home,MAGALIA,,95954,6310 AMHERST WAY #Mobile home MAGALIA,2906
2907,5393 SAWMILL RD #2 PARIDISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5393 SAWMILL RD #2,PARIDISE,,95969,5393 SAWMILL RD #2 PARIDISE,2907
2908,5393 SAWMILL RD #4 PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5393 SAWMILL RD #4,PARADISE,,95969,5393 SAWMILL RD #4 PARADISE,2908
2909,5574 BROOKSIDE AVE PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5574 BROOKSIDE AVE,PARADISE,,95969,5574 BROOKSIDE AVE PARADISE,2909
2910,7182 CLARK RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,7182 CLARK RD,PARADISE,,95969,7182 CLARK RD PARADISE,2910
2911,see notes below,,what notes?,Richard Tsai,,,see,no,,below,see no,2911
2912,13941 CLUSTER CT MAGALIA CA 95954,Destroyed (>50%),,Richard Tsai,,,13941 CLUSTER CT,MAGALIA,,95954,13941 CLUSTER CT MAGALIA,2912
2913,9000 SKWY PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,9000 SKWY,PARADISE,,95969,9000 SKWY PARADISE,2913
2914,6075 WILLIAMS DR PARASITE CA 95696,Destroyed (>50%),,Richard Tsai,,,6075 WILLIAMS DR,PARASITE,,95696,6075 WILLIAMS DR PARASITE,2914
2915,13338 CONCOW RD OROVILLE CA 95965,Destroyed (>50%),,Richard Tsai,,,13338 CONCOW RD,OROVILLE,,95965,13338 CONCOW RD OROVILLE,2915
2916,14140 CITADEL WAY MAGALIA CA 95954,Destroyed (>50%),,Richard Tsai,,,14140 CITADEL WAY,MAGALIA,,95954,14140 CITADEL WAY MAGALIA,2916
2917,1866 VINYARD DR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1866 VINYARD DR,PARADISE,,95969,1866 VINYARD DR PARADISE,2917
2918,5838 BLACKOLIVE ST PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5838 BLACKOLIVE ST,PARADISE,,95969,5838 BLACKOLIVE ST PARADISE,2918
2919,5046 MALIBU DR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5046 MALIBU DR,PARADISE,,95969,5046 MALIBU DR PARADISE,2919
2920,1354 ELLIOT RD #21 PARADISE CA 9596941,Destroyed (>50%),,Richard Tsai,,,1354 ELLIOT RD #21 PARADISE,C,,96941,1354 ELLIOT RD #21 PARADISE C,2920
2921,14140 CITADEL WAY MAGALIA CA 95954,Destroyed (>50%),Addr#2916,Richard Tsai,,,14140 CITADEL WAY,MAGALIA,,95954,14140 CITADEL WAY MAGALIA,2921
2922,7153 CLARK RD PARADISE CA 95969,No Visible Damage,,Richard Tsai,,,7153 CLARK RD,PARADISE,,95969,7153 CLARK RD PARADISE,2922
2923,967 VILLAGE PKWY #B PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,967 VILLAGE PKWY #B,PARADISE,,95969,967 VILLAGE PKWY #B PARADISE,2923
2924,13699 ENDICOT CIR MAGALIA CA 95954,Destroyed (>50%),,Richard Tsai,,,13699 ENDICOT CIR,MAGALIA,,95954,13699 ENDICOT CIR MAGALIA,2924
2925,4965 TAMI LN PARADISE CA 95969,No Visible Damage,,Richard Tsai,,,4965 TAMI LN,PARADISE,,95969,4965 TAMI LN PARADISE,2925
2926,3922 PeNTZ RD PARADISE CA 95969,No Visible Damage,Addr#2618,Richard Tsai,,,3922 PeNTZ RD,PARADISE,,95969,3922 PeNTZ RD PARADISE,2926
2927,5548 MARK LN PARADISE CA 95969,Destroyed (>50%),Addr#2621,,,,5548 MARK LN,PARADISE,,95969,5548 MARK LN PARADISE,2927
2928,5581 DE SANTE LN PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5581 DE SANTE LN,PARADISE,,95969,5581 DE SANTE LN PARADISE,2928
2929,6720 INDIAN DR MAGALIA CA 95954,Destroyed (>50%),,Richard Tsai,,,6720 INDIAN DR,MAGALIA,,95954,6720 INDIAN DR MAGALIA,2929
2930,5780 LOCUST VALE RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5780 LOCUST VALE RD,PARADISE,,95969,5780 LOCUST VALE RD PARADISE,2930
2931,5842 SOUTH LIBBY RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5842 SOUTH LIBBY RD,PARADISE,,95969,5842 SOUTH LIBBY RD PARADISE,2931
2932,6564 CENTER PINE DR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,6564 CENTER PINE DR,PARADISE,,95969,6564 CENTER PINE DR PARADISE,2932
2933,213 REDBUD DR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,213 REDBUD DR,PARADISE,,95969,213 REDBUD DR PARADISE,2933
2934,5794 THOREAU LN PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5794 THOREAU LN,PARADISE,,95969,5794 THOREAU LN PARADISE,2934
2935,6190 GREENWOOD DR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,6190 GREENWOOD DR,PARADISE,,95969,6190 GREENWOOD DR PARADISE,2935
2936,6435 GRAHAM RD PARADISE CA 95969,Affected (1-9%),,Richard Tsai,,,6435 GRAHAM RD,PARADISE,,95969,6435 GRAHAM RD PARADISE,2936
2937,1221 LURENA LN PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1221 LURENA LN,PARADISE,,95969,1221 LURENA LN PARADISE,2937
2938,12565 RIM RD oroville CA 95965,Destroyed (>50%),,Richard Tsai,,,12565 RIM RD,oroville,,95965,12565 RIM RD oroville,2938
2939,4942 MAPLE SPG oroville CA 95965,No Visible Damage,,Richard Tsai,,,4942 MAPLE SPG,oroville,,95965,4942 MAPLE SPG oroville,2939
2940,471 CRESTWOOD DR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,471 CRESTWOOD DR,PARADISE,,95969,471 CRESTWOOD DR PARADISE,2940
2941,5941 Camino Ln #7 Paradise CA 95969,Destroyed (>50%),,Richard Tsai,,,5941 Camino Ln #7,Paradise,,95969,5941 Camino Ln #7 Paradise,2941
2942,1314 ELLIOTT RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1314 ELLIOTT RD,PARADISE,,95969,1314 ELLIOTT RD PARADISE,2942
2943,5986 N LIBBY RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5986 N LIBBY RD,PARADISE,,95969,5986 N LIBBY RD PARADISE,2943
2944,620 ELLIOTT RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,620 ELLIOTT RD,PARADISE,,95969,620 ELLIOTT RD PARADISE,2944
